"StartofWindow" "EndofWindow" "coverage" "CHR"
"7941" 140484942 140533823 23 3
"7942" 140533823 140561465 22 3
"7943" 140561465 140618640 24 3
"7944" 140618640 140632237 21 3
"7945" 140632237 140810146 18 3
"7946" 140810146 140828801 15 3
"7947" 140828801 140896329 13 3
"7948" 140896329 141002564 12 3
"7949" 141002564 141023325 10 3
"7950" 141023325 141073675 9 3
"7951" 141073675 141121814 8 3
"7952" 141121814 141158212 7 3
"7953" 141158212 141301451 5 3
"7954" 141301451 141338641 6 3
"7955" 141338641 141346188 5 3
"7956" 141346188 141361654 7 3
"7957" 141361654 141409701 5 3
"7958" 141409701 141528376 6 3
"7959" 141528376 141568628 7 3
"7960" 141568628 141572495 8 3
"7961" 141572495 141589505 10 3
"7962" 141589505 141596848 11 3
"7963" 141596848 141647298 12 3
"7964" 141647298 141871000 14 3
"7965" 141871000 141909481 15 3
"7966" 141909481 142352978 13 3
"7967" 142352978 142446205 11 3
"7968" 142446205 142547417 9 3
"7969" 142547417 142555228 8 3
"7970" 142555228 142603915 7 3
"7971" 142603915 142670056 6 3
"7972" 142670056 142677280 3 3
"7973" 142677280 142691972 2 3
"7974" 142691972 142951838 1 3
"7975" 142951838 143422775 0 3
"7976" 143422775 143428240 1 3
"7977" 143428240 143442774 2 3
"7978" 143442774 143447722 3 3
"7979" 143447722 143450856 4 3
"7980" 143450856 143506434 6 3
"7981" 143506434 143533737 8 3
"7982" 143533737 143537964 10 3
"7983" 143537964 143605831 13 3
"7984" 143605831 143801696 14 3
"7985" 143801696 143853149 17 3
"7986" 143853149 144007968 18 3
"7987" 144007968 144009300 21 3
"7988" 144009300 144039257 20 3
"7989" 144039257 144126216 19 3
"7990" 144126216 144167396 20 3
"7991" 144167396 144170066 19 3
"7992" 144170066 144252161 20 3
"7993" 144252161 144277333 19 3
"7994" 144277333 144339980 16 3
"7995" 144339980 144407872 17 3
"7996" 144407872 144466929 16 3
"7997" 144466929 144511555 12 3
"7998" 144511555 144556283 9 3
"7999" 144556283 144643319 10 3
"8000" 144643319 144646012 11 3
"8001" 144646012 144672307 12 3
"8002" 144672307 144681790 13 3
"8003" 144681790 144764442 12 3
"8004" 144764442 144880588 11 3
"8005" 144880588 144884332 9 3
"8006" 144884332 145171975 8 3
"8007" 145171975 145187769 7 3
"8008" 145187769 145300490 6 3
"8009" 145300490 145349996 7 3
"8010" 145349996 145450531 6 3
"8011" 145450531 145458948 5 3
"8012" 145458948 145468854 4 3
"8013" 145468854 145484110 3 3
"8014" 145484110 145517239 2 3
"8015" 145517239 145585459 4 3
"8016" 145585459 145643853 6 3
"8017" 145643853 145886725 5 3
"8018" 145886725 145911733 4 3
"8019" 145911733 145948249 5 3
"8020" 145948249 146093034 6 3
"8021" 146093034 146183649 7 3
"8022" 146183649 146245506 5 3
"8023" 146245506 146276607 7 3
"8024" 146276607 146437590 5 3
"8025" 146437590 146468430 6 3
"8026" 146468430 146477052 9 3
"8027" 146477052 146487468 10 3
"8028" 146487468 146495703 11 3
"8029" 146495703 146570867 12 3
"8030" 146570867 146634035 11 3
"8031" 146634035 146647304 13 3
"8032" 146647304 146837929 12 3
"8033" 146837929 147215564 11 3
"8034" 147215564 147268583 9 3
"8035" 147268583 147320598 6 3
"8036" 147320598 147339776 5 3
"8037" 147339776 147414845 4 3
"8038" 147414845 147421382 3 3
"8039" 147421382 147443667 1 3
"8040" 147443667 148386360 0 3
"8041" 148386360 148540154 2 3
"8042" 148540154 148693400 3 3
"8043" 148693400 148698898 5 3
"8044" 148698898 148998726 7 3
"8045" 148998726 149145414 5 3
"8046" 149145414 149242957 4 3
"8047" 149242957 149255315 2 3
"8048" 149255315 149284432 0 3
"8049" 149284432 149301095 1 3
"8050" 149301095 149347571 2 3
"8051" 149347571 149358539 5 3
"8052" 149358539 149387303 7 3
"8053" 149387303 149456154 8 3
"8054" 149456154 149900326 9 3
"8055" 149900326 149926130 7 3
"8056" 149926130 149936122 4 3
"8057" 149936122 149936213 5 3
"8058" 149936213 149995170 4 3
"8059" 149995170 150028476 2 3
"8060" 150028476 150594033 1 3
"8061" 150594033 150603913 0 3
"8062" 150603913 150632774 1 3
"8063" 150632774 150709018 3 3
"8064" 150709018 150714425 4 3
"8065" 150714425 150754086 6 3
"8066" 150754086 151184862 7 3
"8067" 151184862 151335734 5 3
"8068" 151335734 151342245 4 3
"8069" 151342245 151393494 1 3
"8070" 151393494 151617573 0 3
"8071" 151617573 151676355 1 3
"8072" 151676355 151680669 2 3
"8073" 151680669 151743406 3 3
"8074" 151743406 151761488 4 3
"8075" 151761488 151998053 5 3
"8076" 151998053 152073055 6 3
"8077" 152073055 152137036 7 3
"8078" 152137036 152181040 8 3
"8079" 152181040 152441612 10 3
"8080" 152441612 152505305 9 3
"8081" 152505305 152597534 8 3
"8082" 152597534 152611465 7 3
"8083" 152611465 152632751 6 3
"8084" 152632751 152994772 5 3
"8085" 152994772 153040808 4 3
"8086" 153040808 153066164 3 3
"8087" 153066164 153121917 2 3
"8088" 153121917 153258272 0 3
"8089" 153258272 153294641 1 3
"8090" 153294641 153297924 3 3
"8091" 153297924 153375167 4 3
"8092" 153375167 153408662 5 3
"8093" 153408662 153409421 6 3
"8094" 153409421 153420934 7 3
"8095" 153420934 153423761 8 3
"8096" 153423761 153467805 9 3
"8097" 153467805 153477976 12 3
"8098" 153477976 153495831 13 3
"8099" 153495831 153521473 14 3
"8100" 153521473 153949975 15 3
"8101" 153949975 154018690 13 3
"8102" 154018690 154052774 12 3
"8103" 154052774 154144067 10 3
"8104" 154144067 154412877 9 3
"8105" 154412877 154494952 6 3
"8106" 154494952 154676122 2 3
"8107" 154676122 154715596 1 3
"8108" 154715596 155021779 0 3
"8109" 155021779 155048352 3 3
"8110" 155048352 155050565 5 3
"8111" 155050565 155088878 6 3
"8112" 155088878 155089985 7 3
"8113" 155089985 155101831 8 3
"8114" 155101831 155110950 17 3
"8115" 155110950 155327876 22 3
"8116" 155327876 155769380 26 3
"8117" 155769380 155899665 27 3
"8118" 155899665 156012679 30 3
"8119" 156012679 156034647 29 3
"8120" 156034647 156034741 36 3
"8121" 156034741 156067894 34 3
"8122" 156067894 156079516 33 3
"8123" 156079516 156112914 32 3
"8124" 156112914 156156285 28 3
"8125" 156156285 156157738 21 3
"8126" 156157738 156175584 20 3
"8127" 156175584 156176734 22 3
"8128" 156176734 156176979 19 3
"8129" 156176979 156178206 20 3
"8130" 156178206 156227002 19 3
"8131" 156227002 156234268 20 3
"8132" 156234268 156259485 18 3
"8133" 156259485 156266880 19 3
"8134" 156266880 156268070 20 3
"8135" 156268070 156331864 21 3
"8136" 156331864 156342849 22 3
"8137" 156342849 156376555 24 3
"8138" 156376555 156745105 23 3
"8139" 156745105 156753029 26 3
"8140" 156753029 156759307 24 3
"8141" 156759307 156789192 24 3
"8142" 156789192 156797609 23 3
"8143" 156797609 156800384 24 3
"8144" 156800384 156802256 25 3
"8145" 156802256 156803565 18 3
"8146" 156803565 156817662 18 3
"8147" 156817662 156820489 19 3
"8148" 156820489 156828823 21 3
"8149" 156828823 156988661 24 3
"8150" 156988661 157088982 23 3
"8151" 157088982 157123357 21 3
"8152" 157123357 157143996 20 3
"8153" 157143996 157166123 21 3
"8154" 157166123 157233698 20 3
"8155" 157233698 157247946 21 3
"8156" 157247946 157250987 22 3
"8157" 157250987 157263695 19 3
"8158" 157263695 157265066 20 3
"8159" 157265066 157313589 21 3
"8160" 157313589 157332411 24 3
"8161" 157332411 157366084 25 3
"8162" 157366084 157387481 23 3
"8163" 157387481 157393770 23 3
"8164" 157393770 157441860 22 3
"8165" 157441860 157494573 17 3
"8166" 157494573 157505518 16 3
"8167" 157505518 157537988 16 3
"8168" 157537988 157567963 17 3
"8169" 157567963 157570795 16 3
"8170" 157570795 157574195 22 3
"8171" 157574195 157579641 24 3
"8172" 157579641 157581467 25 3
"8173" 157581467 157697874 27 3
"8174" 157697874 157804409 30 3
"8175" 157804409 157832974 32 3
"8176" 157832974 157846181 35 3
"8177" 157846181 158036690 34 3
"8178" 158036690 158328274 35 3
"8179" 158328274 158388780 34 3
"8180" 158388780 158434137 32 3
"8181" 158434137 158503232 31 3
"8182" 158503232 158537443 30 3
"8183" 158537443 158550968 31 3
"8184" 158550968 158554978 29 3
"8185" 158554978 158568590 30 3
"8186" 158568590 158596415 28 3
"8187" 158596415 158613159 25 3
"8188" 158613159 158613419 21 3
"8189" 158613419 158624679 19 3
"8190" 158624679 158634689 16 3
"8191" 158634689 158636057 15 3
"8192" 158636057 158665225 14 3
"8193" 158665225 158674592 16 3
"8194" 158674592 158681384 18 3
"8195" 158681384 158684240 17 3
"8196" 158684240 158725874 15 3
"8197" 158725874 158864418 14 3
"8198" 158864418 158892812 13 3
"8199" 158892812 158923515 14 3
"8200" 158923515 159137792 10 3
"8201" 159137792 159155377 9 3
"8202" 159155377 159252752 8 3
"8203" 159252752 159269142 7 3
"8204" 159269142 159454827 4 3
"8205" 159454827 159489875 5 3
"8206" 159489875 159743231 7 3
"8207" 159743231 159756451 7 3
"8208" 159756451 159822667 8 3
"8209" 159822667 159861147 9 3
"8210" 159861147 159877251 9 3
"8211" 159877251 159892169 10 3
"8212" 159892169 159932610 8 3
"8213" 159932610 159942445 15 3
"8214" 159942445 159947951 16 3
"8215" 159947951 159950498 17 3
"8216" 159950498 159956559 19 3
"8217" 159956559 160065568 24 3
"8218" 160065568 160191374 29 3
"8219" 160191374 160324015 30 3
"8220" 160324015 160358220 32 3
"8221" 160358220 160358415 33 3
"8222" 160358415 160376851 36 3
"8223" 160376851 160377195 41 3
"8224" 160377195 160400751 42 3
"8225" 160400751 160412175 45 3
"8226" 160412175 160416023 56 3
"8227" 160416023 160429869 61 3
"8228" 160429869 160436316 64 3
"8229" 160436316 160461351 67 3
"8230" 160461351 160469056 71 3
"8231" 160469056 160535721 86 3
"8232" 160535721 160557063 87 3
"8233" 160557063 160570195 90 3
"8234" 160570195 160580103 97 3
"8235" 160580103 160589852 109 3
"8236" 160589852 160595284 112 3
"8237" 160595284 160616852 115 3
"8238" 160616852 160630477 116 3
"8239" 160630477 160635849 117 3
"8240" 160635849 160643787 119 3
"8241" 160643787 160647912 120 3
"8242" 160647912 160696867 122 3
"8243" 160696867 160701442 121 3
"8244" 160701442 160767278 120 3
"8245" 160767278 160796505 119 3
"8246" 160796505 160812752 120 3
"8247" 160812752 160936364 119 3
"8248" 160936364 161068014 120 3
"8249" 161068014 161097268 118 3
"8250" 161097268 161130900 113 3
"8251" 161130900 161148190 95 3
"8252" 161148190 161151441 82 3
"8253" 161151441 161153006 79 3
"8254" 161153006 161164453 80 3
"8255" 161164453 161170611 75 3
"8256" 161170611 161195729 65 3
"8257" 161195729 161221705 61 3
"8258" 161221705 161226185 60 3
"8259" 161226185 161268611 58 3
"8260" 161268611 161339062 56 3
"8261" 161339062 161348584 52 3
"8262" 161348584 161359375 50 3
"8263" 161359375 161380386 45 3
"8264" 161380386 161385281 42 3
"8265" 161385281 161393266 33 3
"8266" 161393266 161393745 32 3
"8267" 161393745 161394052 31 3
"8268" 161394052 161421122 26 3
"8269" 161421122 161475537 25 3
"8270" 161475537 161482645 19 3
"8271" 161482645 161498506 14 3
"8272" 161498506 161520740 15 3
"8273" 161520740 161523244 14 3
"8274" 161523244 161525058 10 3
"8275" 161525058 161540640 9 3
"8276" 161540640 161574584 7 3
"8277" 161574584 161581684 8 3
"8278" 161581684 161653188 4 3
"8279" 161653188 161653669 5 3
"8280" 161653669 161695760 6 3
"8281" 161695760 161709943 8 3
"8282" 161709943 161747143 10 3
"8283" 161747143 161807012 11 3
"8284" 161807012 161832815 10 3
"8285" 161832815 161856546 11 3
"8286" 161856546 161893088 12 3
"8287" 161893088 161922679 13 3
"8288" 161922679 161951039 16 3
"8289" 161951039 161972497 18 3
"8290" 161972497 162053213 19 3
"8291" 162053213 162058440 22 3
"8292" 162058440 162074782 23 3
"8293" 162074782 162186802 26 3
"8294" 162186802 162262746 27 3
"8295" 162262746 162283321 30 3
"8296" 162283321 162286692 31 3
"8297" 162286692 162373246 30 3
"8298" 162373246 162391801 32 3
"8299" 162391801 162400620 33 3
"8300" 162400620 162453428 32 3
"8301" 162453428 162632001 31 3
"8302" 162632001 162802753 34 3
"8303" 162802753 163048842 33 3
"8304" 163048842 163233510 32 3
"8305" 163233510 163242030 27 3
"8306" 163242030 163257974 20 3
"8307" 163257974 163263886 20 3
"8308" 163263886 163525723 14 3
"8309" 163525723 163543844 19 3
"8310" 163543844 163554331 21 3
"8311" 163554331 163563267 22 3
"8312" 163563267 163572618 26 3
"8313" 163572618 163585643 29 3
"8314" 163585643 163617092 31 3
"8315" 163617092 163633168 29 3
"8316" 163633168 163643042 30 3
"8317" 163643042 163714630 31 3
"8318" 163714630 163735214 28 3
"8319" 163735214 163761825 29 3
"8320" 163761825 163885473 30 3
"8321" 163885473 164238956 29 3
"8322" 164238956 164272414 28 3
"8323" 164272414 164294002 27 3
"8324" 164294002 164297552 31 3
"8325" 164297552 164360829 30 3
"8326" 164360829 164361859 29 3
"8327" 164361859 164363372 28 3
"8328" 164363372 164363695 25 3
"8329" 164363695 164369406 24 3
"8330" 164369406 164384338 23 3
"8331" 164384338 164399225 25 3
"8332" 164399225 164412364 23 3
"8333" 164412364 164438520 22 3
"8334" 164438520 164474373 17 3
"8335" 164474373 164515528 14 3
"8336" 164515528 164537423 13 3
"8337" 164537423 164654374 12 3
"8338" 164654374 164891218 13 3
"8339" 164891218 164903829 11 3
"8340" 164903829 164941049 10 3
"8341" 164941049 164963899 9 3
"8342" 164963899 164992076 10 3
"8343" 164992076 165054691 14 3
"8344" 165054691 165073006 15 3
"8345" 165073006 165160646 17 3
"8346" 165160646 165182446 16 3
"8347" 165182446 165219144 15 3
"8348" 165219144 165267123 16 3
"8349" 165267123 165314375 17 3
"8350" 165314375 165403192 17 3
"8351" 165403192 165435642 17 3
"8352" 165435642 165436169 18 3
"8353" 165436169 165441595 19 3
"8354" 165441595 165505177 21 3
"8355" 165505177 165706855 19 3
"8356" 165706855 165909425 18 3
"8357" 165909425 165952297 17 3
"8358" 165952297 166032924 18 3
"8359" 166032924 166161902 20 3
"8360" 166161902 166298091 19 3
"8361" 166298091 166388061 18 3
"8362" 166388061 166389520 19 3
"8363" 166389520 166399946 21 3
"8364" 166399946 166416014 19 3
"8365" 166416014 166444013 20 3
"8366" 166444013 166447974 16 3
"8367" 166447974 166517250 14 3
"8368" 166517250 166522847 13 3
"8369" 166522847 166538324 11 3
"8370" 166538324 166613118 10 3
"8371" 166613118 166679062 11 3
"8372" 166679062 166739585 10 3
"8373" 166739585 166747878 11 3
"8374" 166747878 167105744 10 3
"8375" 167105744 167518303 9 3
"8376" 167518303 167521341 12 3
"8377" 167521341 167578227 9 3
"8378" 167578227 167604119 8 3
"8379" 167604119 167617797 6 3
"8380" 167617797 167696683 5 3
"8381" 167696683 168136690 4 3
"8382" 168136690 168273670 3 3
"8383" 168273670 168350231 4 3
"8384" 168350231 168437510 5 3
"8385" 168437510 168671733 6 3
"8386" 168671733 168789705 3 3
"8387" 168789705 168904516 5 3
"8388" 168904516 168983547 7 3
"8389" 168983547 169017471 11 3
"8390" 169017471 169079193 12 3
"8391" 169079193 169084827 11 3
"8392" 169084827 169355082 10 3
"8393" 169355082 169528449 11 3
"8394" 169528449 169558025 9 3
"8395" 169558025 169570241 7 3
"8396" 169570241 169595485 8 3
"8397" 169595485 169659270 9 3
"8398" 169659270 170032677 12 3
"8399" 170032677 170171835 13 3
"8400" 170171835 170178057 9 3
"8401" 170178057 170184132 5 3
"8402" 170184132 171027615 1 3
"8403" 171027615 171109146 0 3
"8404" 171109146 171192425 1 3
"8405" 171192425 171655674 3 3
"8406" 171655674 171690432 2 3
"8407" 171690432 171863080 4 3
"8408" 171863080 171872996 2 3
"8409" 171872996 172122467 3 3
"8410" 172122467 172362707 4 3
"8411" 172362707 172973907 2 3
"8412" 172973907 173224367 1 3
"8413" 173224367 173239453 3 3
"8414" 173239453 173418466 2 3
"8415" 173418466 173431705 4 3
"8416" 173431705 173469241 5 3
"8417" 173469241 173934318 7 3
"8418" 173934318 174127710 5 3
"8419" 174127710 174243684 4 3
"8420" 174243684 174267545 3 3
"8421" 174267545 174277472 2 3
"8422" 174277472 174313391 0 3
"8423" 174313391 174419856 1 3
"8424" 174419856 174829687 2 3
"8425" 174829687 175094357 1 3
"8426" 175094357 175216853 2 3
"8427" 175216853 175757340 1 3
"8428" 175757340 176135457 2 3
"8429" 176135457 176206226 1 3
"8430" 176206226 176480903 2 3
"8431" 176480903 177338280 1 3
"8432" 177338280 177390314 2 3
"8433" 177390314 177443968 5 3
"8434" 177443968 177469219 6 3
"8435" 177469219 177531847 7 3
"8436" 177531847 177535748 6 3
"8437" 177535748 177607087 7 3
"8438" 177607087 177775345 8 3
"8439" 177775345 177865313 9 3
"8440" 177865313 177920039 10 3
"8441" 177920039 177990186 7 3
"8442" 177990186 178052017 6 3
"8443" 178052017 178119369 5 3
"8444" 178119369 178159452 4 3
"8445" 178159452 178173268 7 3
"8446" 178173268 178210300 9 3
"8447" 178210300 178231482 8 3
"8448" 178231482 178365840 10 3
"8449" 178365840 178373665 9 3
"8450" 178373665 178539486 8 3
"8451" 178539486 178569163 7 3
"8452" 178569163 178661606 8 3
"8453" 178661606 178682459 10 3
"8454" 178682459 178988701 11 3
"8455" 178988701 179017949 10 3
"8456" 179017949 179022528 9 3
"8457" 179022528 179045493 5 3
"8458" 179045493 179385000 4 3
"8459" 179385000 179568847 3 3
"8460" 179568847 179827381 4 3
"8461" 179827381 180171589 1 3
"8462" 180171589 181045873 2 3
"8463" 181045873 181321265 1 3
"8464" 181321265 181579709 3 3
"8465" 181579709 181638448 5 3
"8466" 181638448 182055057 4 3
"8467" 182055057 182324992 5 3
"8468" 182324992 182355770 6 3
"8469" 182355770 182432644 7 3
"8470" 182432644 182613683 8 3
"8471" 182613683 182671158 6 3
"8472" 182671158 182728669 4 3
"8473" 182728669 182853670 3 3
"8474" 182853670 182912282 4 3
"8475" 182912282 183020592 6 3
"8476" 183020592 183024333 5 3
"8477" 183024333 183099294 6 3
"8478" 183099294 183110863 5 3
"8479" 183110863 183142544 7 3
"8480" 183142544 183193375 6 3
"8481" 183193375 183208737 8 3
"8482" 183208737 183226378 9 3
"8483" 183226378 183234142 10 3
"8484" 183234142 183234383 12 3
"8485" 183234383 183292676 15 3
"8486" 183292676 183452125 18 3
"8487" 183452125 183473203 20 3
"8488" 183473203 183535763 22 3
"8489" 183535763 183546083 21 3
"8490" 183546083 183607661 22 3
"8491" 183607661 183761664 20 3
"8492" 183761664 183768336 19 3
"8493" 183768336 183771986 18 3
"8494" 183771986 183815439 17 3
"8495" 183815439 183818416 15 3
"8496" 183818416 183861243 13 3
"8497" 183861243 183942187 12 3
"8498" 183942187 183995341 10 3
"8499" 183995341 183997735 8 3
"8500" 183997735 184003194 7 3
"8501" 184003194 184091149 2 3
"8502" 184091149 184094183 4 3
"8503" 184094183 184097085 3 3
"8504" 184097085 184359176 2 3
"8505" 184359176 184437480 3 3
"8506" 184437480 184461586 4 3
"8507" 184461586 184497063 5 3
"8508" 184497063 184504435 6 3
"8509" 184504435 184514613 7 3
"8510" 184514613 184525971 9 3
"8511" 184525971 184769941 10 3
"8512" 184769941 184941725 8 3
"8513" 184941725 185162426 9 3
"8514" 185162426 185200783 8 3
"8515" 185200783 185505787 9 3
"8516" 185505787 185529080 8 3
"8517" 185529080 185544309 7 3
"8518" 185544309 185574682 6 3
"8519" 185574682 185597788 5 3
"8520" 185597788 185730227 4 3
"8521" 185730227 185849219 3 3
"8522" 185849219 185883562 2 3
"8523" 185883562 186126310 0 3
"8524" 186126310 186460877 1 3
"8525" 186460877 186503435 2 3
"8526" 186503435 186677936 3 3
"8527" 186677936 186780866 4 3
"8528" 186780866 186969634 5 3
"8529" 186969634 187220633 7 3
"8530" 187220633 187509547 6 3
"8531" 187509547 187664598 5 3
"8532" 187664598 187838455 3 3
"8533" 187838455 187880162 1 3
"8534" 187880162 188192386 0 3
"8535" 188192386 188205217 1 3
"8536" 188205217 188507780 3 3
"8537" 188507780 188860551 4 3
"8538" 188860551 189471639 5 3
"8539" 189471639 189733204 3 3
"8540" 189733204 189849259 2 3
"8541" 189849259 190280884 1 3
"8542" 190280884 190350461 2 3
"8543" 190350461 190407339 1 3
"8544" 190407339 190861768 2 3
"8545" 190861768 190877111 1 3
"8546" 190877111 191129438 2 3
"8547" 191129438 191171150 1 3
"8548" 191171150 191227296 4 3
"8549" 191227296 191268184 6 3
"8550" 191268184 191470965 8 3
"8551" 191470965 191818642 7 3
"8552" 191818642 191855497 6 3
"8553" 191855497 192028670 4 3
"8554" 192028670 192067566 5 3
"8555" 192067566 192637324 1 3
"8556" 192637324 192727562 5 3
"8557" 192727562 192750246 6 3
"8558" 192750246 192765819 7 3
"8559" 192765819 192792970 8 3
"8560" 192792970 192848225 7 3
"8561" 192848225 192870449 8 3
"8562" 192870449 192919373 9 3
"8563" 192919373 193066869 10 3
"8564" 193066869 193096066 11 3
"8565" 193096066 193425749 12 3
"8566" 193425749 193427781 11 3
"8567" 193427781 193464213 7 3
"8568" 193464213 193546594 6 3
"8569" 193546594 193614072 5 3
"8570" 193614072 193621698 4 3
"8571" 193621698 193669436 3 3
"8572" 193669436 193674222 2 3
"8573" 193674222 193748075 1 3
"8574" 193748075 193918902 2 3
"8575" 193918902 194310529 1 3
"8576" 194310529 194542906 2 3
"8577" 194542906 194994754 3 3
"8578" 194994754 195185582 4 3
"8579" 195185582 195240670 3 3
"8580" 195240670 195285633 4 3
"8581" 195285633 195489009 6 3
"8582" 195489009 195536040 5 3
"8583" 195536040 195922427 6 3
"8584" 195922427 196297047 5 3
"8585" 196297047 196339852 6 3
"8586" 196339852 196346273 5 3
"8587" 196346273 196359443 3 3
"8588" 196359443 197800244 1 3
"8589" 85422 127452 4 4
"8590" 127452 350579 8 4
"8591" 350579 540025 9 4
"8592" 540025 965779 12 4
"8593" 965779 1203265 9 4
"8594" 1203265 1304632 5 4
"8595" 1304632 1519322 4 4
"8596" 1519322 1527766 5 4
"8597" 1527766 1539392 4 4
"8598" 1539392 2103096 3 4
"8599" 2103096 2340417 1 4
"8600" 2340417 2430298 2 4
"8601" 2430298 2764088 3 4
"8602" 2764088 3454304 2 4
"8603" 3454304 3485786 1 4
"8604" 3485786 3602109 2 4
"8605" 3602109 5023112 1 4
"8606" 5023112 5033426 0 4
"8607" 5033426 5116247 1 4
"8608" 5116247 5229884 2 4
"8609" 5229884 5641507 4 4
"8610" 5641507 5752654 6 4
"8611" 5752654 5790159 5 4
"8612" 5790159 5812195 6 4
"8613" 5812195 5833625 8 4
"8614" 5833625 5847493 6 4
"8615" 5847493 6085431 7 4
"8616" 6085431 6140737 8 4
"8617" 6140737 6325086 11 4
"8618" 6325086 6411979 10 4
"8619" 6411979 6442931 8 4
"8620" 6442931 6454335 7 4
"8621" 6454335 6540153 9 4
"8622" 6540153 6608856 11 4
"8623" 6608856 6680577 12 4
"8624" 6680577 6762107 11 4
"8625" 6762107 6886830 12 4
"8626" 6886830 7084835 14 4
"8627" 7084835 7126063 12 4
"8628" 7126063 7142427 11 4
"8629" 7142427 7186257 9 4
"8630" 7186257 7203659 7 4
"8631" 7203659 7352477 8 4
"8632" 7352477 7380808 7 4
"8633" 7380808 7537029 6 4
"8634" 7537029 7708889 4 4
"8635" 7708889 8158352 3 4
"8636" 8158352 8207810 2 4
"8637" 8207810 8644457 1 4
"8638" 8644457 8658448 2 4
"8639" 8658448 8663630 3 4
"8640" 8663630 9443894 2 4
"8641" 9443894 9509791 4 4
"8642" 9509791 9714968 7 4
"8643" 9714968 9765875 8 4
"8644" 9765875 9832512 9 4
"8645" 9832512 9862036 10 4
"8646" 9862036 9884536 12 4
"8647" 9884536 9909295 14 4
"8648" 9909295 9916180 15 4
"8649" 9916180 9920347 16 4
"8650" 9920347 9930962 19 4
"8651" 9930962 9934744 21 4
"8652" 9934744 9938969 24 4
"8653" 9938969 9947278 25 4
"8654" 9947278 9955936 26 4
"8655" 9955936 9993772 27 4
"8656" 9993772 10021595 30 4
"8657" 10021595 10125808 31 4
"8658" 10125808 10149595 33 4
"8659" 10149595 10165779 32 4
"8660" 10165779 10179769 31 4
"8661" 10179769 10413168 32 4
"8662" 10413168 10462106 29 4
"8663" 10462106 10491719 25 4
"8664" 10491719 10500431 21 4
"8665" 10500431 10513072 19 4
"8666" 10513072 10528226 18 4
"8667" 10528226 10550193 15 4
"8668" 10550193 10581872 15 4
"8669" 10581872 10609118 13 4
"8670" 10609118 10658129 12 4
"8671" 10658129 10666909 11 4
"8672" 10666909 10675030 10 4
"8673" 10675030 10688637 8 4
"8674" 10688637 10692788 5 4
"8675" 10692788 10702156 4 4
"8676" 10702156 10730199 5 4
"8677" 10730199 10804019 3 4
"8678" 10804019 11120491 2 4
"8679" 11120491 11302039 1 4
"8680" 11302039 11546275 0 4
"8681" 11546275 11571164 1 4
"8682" 11571164 11594112 2 4
"8683" 11594112 11605860 3 4
"8684" 11605860 11625588 4 4
"8685" 11625588 11981872 6 4
"8686" 11981872 12000904 9 4
"8687" 12000904 12017993 11 4
"8688" 12017993 12154213 14 4
"8689" 12154213 12186039 15 4
"8690" 12186039 12196573 16 4
"8691" 12196573 12212637 16 4
"8692" 12212637 12218075 19 4
"8693" 12218075 12374586 20 4
"8694" 12374586 12381591 22 4
"8695" 12381591 12383947 21 4
"8696" 12383947 12543102 20 4
"8697" 12543102 12569163 21 4
"8698" 12569163 12599135 20 4
"8699" 12599135 12633072 19 4
"8700" 12633072 12642861 18 4
"8701" 12642861 12725164 16 4
"8702" 12725164 12763137 15 4
"8703" 12763137 12778849 14 4
"8704" 12778849 12791282 13 4
"8705" 12791282 12795135 12 4
"8706" 12795135 12808091 11 4
"8707" 12808091 12838429 10 4
"8708" 12838429 12847075 9 4
"8709" 12847075 12876257 8 4
"8710" 12876257 12897698 7 4
"8711" 12897698 12924466 5 4
"8712" 12924466 13003905 4 4
"8713" 13003905 13074010 3 4
"8714" 13074010 13130999 2 4
"8715" 13130999 13377286 0 4
"8716" 13377286 13788316 1 4
"8717" 13788316 13820801 2 4
"8718" 13820801 14033010 3 4
"8719" 14033010 14394452 4 4
"8720" 14394452 14500927 5 4
"8721" 14500927 14557480 4 4
"8722" 14557480 14660437 5 4
"8723" 14660437 14733772 4 4
"8724" 14733772 14919063 5 4
"8725" 14919063 15101916 7 4
"8726" 15101916 15112878 8 4
"8727" 15112878 15128633 7 4
"8728" 15128633 15143489 6 4
"8729" 15143489 15151976 5 4
"8730" 15151976 15154795 8 4
"8731" 15154795 15252649 11 4
"8732" 15252649 15254268 14 4
"8733" 15254268 15380517 15 4
"8734" 15380517 15577587 14 4
"8735" 15577587 15767752 13 4
"8736" 15767752 15773936 12 4
"8737" 15773936 15840839 11 4
"8738" 15840839 15850685 8 4
"8739" 15850685 15856799 7 4
"8740" 15856799 15883763 5 4
"8741" 15883763 15910385 4 4
"8742" 15910385 15949531 0 4
"8743" 15949531 16113889 2 4
"8744" 16113889 16491284 3 4
"8745" 16491284 16680736 1 4
"8746" 16680736 16736065 2 4
"8747" 16736065 17047686 1 4
"8748" 17047686 17145515 2 4
"8749" 17145515 17276304 3 4
"8750" 17276304 17289544 2 4
"8751" 17289544 17431869 3 4
"8752" 17431869 17439346 6 4
"8753" 17439346 17469817 7 4
"8754" 17469817 17516691 8 4
"8755" 17516691 17526682 11 4
"8756" 17526682 17561139 13 4
"8757" 17561139 17684951 14 4
"8758" 17684951 17948939 13 4
"8759" 17948939 18181274 12 4
"8760" 18181274 18246425 10 4
"8761" 18246425 18255647 9 4
"8762" 18255647 18264644 8 4
